Class,precision,recall,f1-score,support,Classifier,Config_IMG_WIDTH,Config_IMG_HEIGHT,Config_BATCH_SIZE,Config_EPOCHS,Config_SEED,Config_DATASET,Config_train_data_dir,Config_validation_data_dir,Config_k,Config_num_iterations,Config_learning_rate,Config_regularization,Config_batch_size,Config_num_models,Config_mse_threshold,Config_attack_type,Config_evaluation,Config_source_class,Config_target_class,Config_steps_per_epoch_train,Config_steps_per_epoch_val
Class 0,0.06756756756756757,0.01838235294117647,0.028901734104046242,272.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 1,0.06528497409326425,0.17696629213483145,0.09538228614685844,356.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 2,0.07326478149100257,0.18811881188118812,0.10545790934320073,303.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 3,0.09375,0.08856088560885608,0.09108159392789372,271.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 4,0.09717868338557993,0.1987179487179487,0.13052631578947368,312.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 5,0.09080325960419092,0.2314540059347181,0.13043478260869565,337.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 6,0.12295081967213115,0.050505050505050504,0.07159904534606205,297.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 7,0.06666666666666667,0.05138339920948617,0.05803571428571429,253.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 8,0.112,0.05555555555555555,0.0742705570291777,252.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 9,0.10752688172043011,0.11406844106463879,0.11070110701107012,263.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 10,0.06728538283062645,0.1039426523297491,0.08169014084507041,279.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 11,0.047619047619047616,0.015267175572519083,0.023121387283236997,262.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 12,0.08623087621696801,0.18289085545722714,0.11720226843100187,339.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 13,0.058333333333333334,0.027237354085603113,0.03713527851458886,257.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 14,0.04411764705882353,0.012096774193548387,0.0189873417721519,248.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 15,0.06716417910447761,0.03557312252964427,0.046511627906976744,253.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 16,0.05747126436781609,0.02066115702479339,0.0303951367781155,242.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 17,0.08823529411764706,0.011673151750972763,0.020618556701030927,257.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 18,0.09608540925266904,0.08681672025723473,0.09121621621621623,311.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 19,0.06382978723404255,0.03543307086614173,0.04556962025316456,254.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 20,0.03571428571428571,0.004219409282700422,0.007547169811320754,237.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 21,0.061855670103092786,0.02214022140221402,0.032608695652173905,271.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 22,0.14634146341463414,0.022304832713754646,0.03870967741935484,269.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 23,0.06082725060827251,0.09505703422053231,0.0741839762611276,263.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 24,0.045454545454545456,0.020161290322580645,0.02793296089385475,248.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 25,0.05555555555555555,0.08455882352941177,0.06705539358600583,272.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 26,0.04040404040404041,0.01532567049808429,0.022222222222222223,261.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 27,0.08661417322834646,0.04296875,0.05744125326370757,256.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 28,0.19801980198019803,0.08130081300813008,0.11527377521613832,246.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 29,0.11494252873563218,0.1360544217687075,0.12461059190031153,294.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 30,0.08571428571428572,0.023166023166023165,0.0364741641337386,259.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 31,0.10526315789473684,0.007692307692307693,0.014336917562724014,260.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 32,0.08372093023255814,0.18181818181818182,0.11464968152866241,297.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 33,0.10909090909090909,0.025210084033613446,0.040955631399317405,238.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 34,0.07155322862129145,0.13099041533546327,0.09255079006772009,313.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 35,0.10975609756097561,0.04,0.05863192182410424,225.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 36,0.11475409836065574,0.03153153153153153,0.04946996466431095,222.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 37,0.07692307692307693,0.007936507936507936,0.014388489208633093,252.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 38,0.06934306569343066,0.1945392491467577,0.10224215246636773,293.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 39,0.11214953271028037,0.04838709677419355,0.0676056338028169,248.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
Class 40,0.06060606060606061,0.08387096774193549,0.07036535859269284,310.0,KNN,30,30,64,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,label_flip,Poisoned,2,8,428,183
