Class,precision,recall,f1-score,support,Classifier,Config_IMG_WIDTH,Config_IMG_HEIGHT,Config_BATCH_SIZE,Config_EPOCHS,Config_SEED,Config_DATASET,Config_train_data_dir,Config_validation_data_dir,Config_k,Config_num_iterations,Config_learning_rate,Config_regularization,Config_batch_size,Config_num_models,Config_mse_threshold,Config_attack_type,Config_evaluation,Config_source_class,Config_target_class,Config_steps_per_epoch_train,Config_steps_per_epoch_val
Class 0,0.030303030303030304,0.03125,0.03076923076923077,64.0,KNN,30,30,16,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Poisoned,3,7,1715,735
Class 1,0.12949640287769784,0.027314112291350532,0.04511278195488722,659.0,KNN,30,30,16,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Poisoned,3,7,1715,735
Class 2,0.36,0.014492753623188406,0.02786377708978328,621.0,KNN,30,30,16,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Poisoned,3,7,1715,735
Class 3,1.0,0.005076142131979695,0.010101010101010102,394.0,KNN,30,30,16,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Poisoned,3,7,1715,735
Class 4,0.12693156732891833,0.17857142857142858,0.14838709677419357,644.0,KNN,30,30,16,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Poisoned,3,7,1715,735
Class 5,0.11762523191094619,0.4907120743034056,0.18976354384914695,646.0,KNN,30,30,16,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Poisoned,3,7,1715,735
Class 6,0.0,0.0,0.0,246.0,KNN,30,30,16,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Poisoned,3,7,1715,735
Class 7,0.1111111111111111,0.005128205128205128,0.00980392156862745,195.0,KNN,30,30,16,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Poisoned,3,7,1715,735
Class 8,0.0,0.0,0.0,124.0,KNN,30,30,16,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Poisoned,3,7,1715,735
Class 9,0.0,0.0,0.0,338.0,KNN,30,30,16,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Poisoned,3,7,1715,735
Class 10,0.1322314049586777,0.0443213296398892,0.06639004149377593,361.0,KNN,30,30,16,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Poisoned,3,7,1715,735
Class 11,0.005291005291005291,0.016666666666666666,0.008032128514056224,60.0,KNN,30,30,16,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Poisoned,3,7,1715,735
Class 12,0.06345733041575492,0.04154727793696275,0.050216450216450215,698.0,KNN,30,30,16,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Poisoned,3,7,1715,735
Class 13,0.0,0.0,0.0,89.0,KNN,30,30,16,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Poisoned,3,7,1715,735
